WTRG	India Globalization Capital Inc. Common Stock	United States	Technology	Electronic Components
LINX	Voya Global Equity Dividend and Premium Opportunity Fund	United States		
CALB	Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock	United States		
MCBS	International General Insurance Holdings Ltd. Ordinary Share	Jordan	Finance	Specialty Insurers
CHCI	IGM Biosciences Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
ACV	CBRE Clarion Global Real Estate Income Fund Common Stock	United States		
DMO	International Game Technology Ordinary Shares	United States	Consumer Services	Services-Misc. Amusement & Recreation
AHC	iHuman Inc. American depositary shares each representing five Class A ordinary shares	United States	Consumer Services	Other Consumer Services
ENTG	Independence Holding Company Common Stock	United States	Finance	Life Insurance
PATK	Voya Emerging Markets High Income Dividend Equity Fund Common Shares	United States		
AVY	Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)	United Kingdom	Consumer Services	Hotels/Resorts
IR	Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest	United States		
RYAAY	iHeartMedia Inc. Class A Common Stock	United States	Consumer Services	Broadcasting
CLSN	InnSuites Hospitality Trust Shares of Beneficial Interest	United States	Consumer Services	Real Estate Investment Trusts
APVO	Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share			
ANAB	Investindustrial Acquisition Corp. Class A Ordinary Shares	United Kingdom	Finance	Business Services
TPRE	Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest	United States		
ICCC	Morgan Stanley India Investment Fund Inc. Common Stock	United States		
JPI	Information Services Group Inc. Information Services Group Inc. Common Stock	United States	Consumer Services	Professional Services
FCRD	Insteel Industries Inc. Common Stock	United States	Capital Goods	Steel/Iron Ore
TRVI	i3 Verticals Inc. Class A Common Stock	United States	Miscellaneous	Business Services
DNN	Invesco Value Municipal Income Trust Common Stock	United States		
OFG	Intricon Corporation Common Stock	United States	Capital Goods	Electrical Products
NAVI	Innovative Industrial Properties Inc. Common Stock	United States	Finance	Real Estate
CPST	II-VI Incorporated Common Stock	United States	Capital Goods	Electronic Components
FFBC	Ikonics Corporation	United States	Miscellaneous	Industrial Machinery/Components
GIK	Inhibikase Therapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
HTBX	Illumina Inc. Common Stock	United States	Capital Goods	Biotechnology: Laboratory Analytical Instruments
CCX	Industrial Logistics Properties Trust Common Shares of Beneficial Interest	United States	Consumer Services	Real Estate Investment Trusts
GYRO	I-MAB American Depositary Shares	China	Health Care	Major Pharmaceuticals
NL	IMAC Holdings Inc. Common Stock	United States	Health Care	Medical Specialities
VLDR	Imax Corporation Common Stock	Canada	Miscellaneous	Industrial Machinery/Components
VIAV	iMedia Brands Inc. Class A Common Stock	United States	Consumer Services	Catalog/Specialty Distribution
XBIT	ImmunoGen Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
PCRX	Impac Mortgage Holdings Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
MT	Ingles Markets Incorporated Class A Common Stock	United States	Consumer Services	Food Chains
PCYO	Immutep Limited American Depositary Shares	Australia	Health Care	Major Pharmaceuticals
WIFI	Immersion Corporation Common Stock	United States	Technology	Computer peripheral equipment
NLSN	Immunome Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
ISNS	Imperial Oil Limited Common Stock	Canada	Energy	Integrated oil Companies
CNS	ChipMOS TECHNOLOGIES INC. American Depositary Shares	Taiwan	Technology	Semiconductors
HBAN	AEA-Bridges Impact Corp. Class A Ordinary Shares		Finance	Business Services
NAVB	IMARA Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
GAM	Immuron Limited American Depositary Shares	Australia	Health Care	Major Pharmaceuticals
GMS	Integrated Media Technology Limited Ordinary Shares	Australia	Consumer Non-Durables	Consumer Electronics/Appliances
GHY	Immatics N.V. Ordinary Shares	Germany	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ROLL	Immunic Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
MGPI	IMV Inc. Common Shares	Canada	Health Care	Major Pharmaceuticals
IIF	Immunovant Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SLG	International Money Express Inc. Common Stock	United States	Miscellaneous	Business Services
PHGE	INSU Acquisition Corp. II Class A Common Stock	United States	Finance	Property-Casualty Insurers
BLDR	First Internet Bancorp Common Stock	United States	Finance	Major Banks
CFAC	Inhibrx Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
JNPR	Incyte Corp. Common Stock	United States	Health Care	Biotechnology: Commercial Physical & Biological Resarch
UHAL	Independent Bank Corp. Common Stock	United States	Finance	Major Banks
VSPR	Indonesia Energy Corporation Limited Ordinary Shares		Energy	Oil & Gas Production
LATN	INDUS Realty Trust Inc. (MD) Common Stock	United States	Finance	Real Estate
PDI	Infinity Pharmaceuticals Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
GHVI	Infinera Corporation Common Stock	United States	Public Utilities	Telecommunications Equipment
CATC	IHS Markit Ltd. Common Shares	Bermuda	Technology	Computer Software: Programming Data Processing
SNSS	InfuSystems Holdings Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
ITI	Infosys Limited American Depositary Shares	India	Technology	EDP Services
CPIX	ING Group N.V. Common Stock	Netherlands	Finance	Commercial Banks
BBI	Inogen Inc Common Stock	United States	Health Care	Industrial Specialties
BTU	Ingredion Incorporated Common Stock	United States	Consumer Non-Durables	Packaged Foods
TRIP	InMed Pharmaceuticals Inc. Common Shares	Canada	Health Care	Major Pharmaceuticals
NTNX	INmune Bio Inc. Common stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CAMP	InMode Ltd. Ordinary Shares	Israel	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
JTD	Summit Hotel Properties Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
BCC	Inovio Pharmaceuticals Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
UNAM	Innodata Inc. Common Stock	United States	Technology	EDP Services
BUSE	Inovalon Holdings Inc. Class A Common Stock	United States	Technology	EDP Services
LQDA	Inpixon Common Stock	United States	Technology	EDP Services
ZEAL	Intelligent Systems Corporation Common Stock	United States	Technology	Computer Software: Prepackaged Software
NCMI	Inspired Entertainment Inc. Common Stock	United States	Technology	Computer Software: Prepackaged Software
ALYA	Inseego Corp. Common Stock	United States	Capital Goods	Telecommunications Equipment
ORGS	Insight Select Income Fund	United States		
EVI	Insmed Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
VERO	Inspire Medical Systems Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
FMY	International Seaways Inc. Common Stock		Consumer Services	Marine Transportation
FANH	World Fuel Services Corporation Common Stock	United States	Energy	Oil Refining/Marketing
COLB	Intel Corporation Common Stock	United States	Technology	Semiconductors
NIU	Intergroup Corporation (The) Common Stock	United States	Consumer Services	Building operators
GDOT	inTest Corporation Common Stock	United States	Capital Goods	Electrical Products
BLPH	Intuit Inc. Common Stock	United States	Technology	Computer Software: Prepackaged Software
LMPX	Intrusion Inc. Common Stock	United States	Technology	Computer Communications Equipment
SAGE	Inuvo Inc.	United States	Consumer Services	Advertising
BELFB	Innoviva Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
XPER	Identiv Inc. Common Stock	United States	Technology	Computer peripheral equipment
NTN	Invitation Homes Inc. Common Stock	United States	Finance	Real Estate
SFE	INVO BioScience Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
CFB	Inozyme Pharma Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
KPTI	Ion Geophysical Corporation Common Stock	United States	Energy	Oil & Gas Production
CCM	Ionis Pharmaceuticals Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
PLXP	Income Opportunity Realty Investors Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
EMCF	Innospec Inc. Common Stock	United States	Basic Industries	Major Chemicals
ETR	Iovance Biotherapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
PRTY	International Paper Company Common Stock	United States	Basic Industries	Paper
TU	ImmunoPrecise Antibodies Ltd. Common Stock	Canada	Health Care	Major Pharmaceuticals
ITCB	Inter Parfums Inc. Common Stock	United States	Consumer Non-Durables	Package Goods/Cosmetics
MGTX	Professional Diversity Network Inc. Common Stock	United States	Technology	Computer Software: Programming Data Processing
HTY	Interpublic Group of Companies Inc. (The) Common Stock	United States	Technology	Advertising
MYC	IPG Photonics Corporation Common Stock	United States	Technology	Semiconductors
CGIX	Innate Pharma S.A. ADS	France	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
QCOM	Inphi Corporation Common Stock	United States	Technology	Semiconductors
CCRC	Intrepid Potash Inc Common Stock	United States	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TJX	Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares	United States	Finance	Business Services
USAC	Social Capital Hedosophia Holdings Corp. V Class A Ordinary Shares	United States	Finance	Investment Bankers/Brokers/Service
CACC	Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares	United States	Finance	Business Services
ROOT	InterPrivate Acquisition Corp. Common Stock		Capital Goods	Auto Parts:O.E.M.
UBX	Ideal Power Inc. Common Stock	United States	Energy	Industrial Machinery/Components
KALU	iQIYI Inc. American Depositary Shares	China	Consumer Services	Consumer Electronics/Video Chains
PEI	Invesco Quality Municipal Income Trust Common Stock	United States		
EEA	IQVIA Holdings Inc. Common Stock	United States	Health Care	Biotechnology: Commercial Physical & Biological Resarch
SRRA	Ingersoll Rand Inc. Common Stock	United States	Technology	Industrial Machinery/Components
EOD	iRobot Corporation Common Stock	United States	Consumer Durables	Consumer Electronics/Appliances
UMH	IRSA Propiedades Comerciales S.A. American Depositary Shares	Argentina	Consumer Services	Building operators
FAM	Iridium Communications Inc Common Stock	United States	Capital Goods	Telecommunications Equipment
RENN	IRIDEX Corporation Common Stock	United States	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
USWS	New Ireland Fund Inc (The) Common Stock	United States		
ALGS	Iron Mountain Incorporated (Delaware)Common Stock REIT	United States	Consumer Services	Real Estate Investment Trusts
HKIB	iRadimed Corporation Common Stock	United States	Health Care	Medical/Dental Instruments
CTEK	IF Bancorp Inc. Common Stock	United States	Finance	Savings Institutions
GAIA	Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest	United States		
VRSN	IRSA Inversiones Y Representaciones S.A. Common Stock	Argentina	Consumer Services	Homebuilding
AIV	Independence Realty Trust Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
MUJ	iRhythm Technologies Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
AI	Ironwood Pharmaceuticals Inc. Class A Common Stock	United States	Health Care	Major Pharmaceuticals
DSPG	Investors Bancorp Inc. Common Stock	United States	Finance	Major Banks
LLNW	PGIM High Yield Bond Fund Inc.	United States		
DCF	Issuer Direct Corporation Common Stock	United States	Miscellaneous	Publishing
CPSS	IVERIC bio Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
VC	Insignia Systems Inc. Common Stock	United States	Consumer Services	Advertising
EFR	Image Sensing Systems Inc. Common Stock	United States	Capital Goods	Industrial Machinery/Components
NKTX	IsoRay Inc. Common Stock (DE)	United States	Health Care	Medical/Dental Instruments
CTHR	Intuitive Surgical Inc. Common Stock	United States	Health Care	Industrial Specialties
ABMD	Innovative Solutions and Support Inc. Common Stock	United States	Technology	EDP Services
RDN	Investar Holding Corporation Common Stock	United States	Finance	Major Banks
CALM	iSun Inc. Common Stock	United States	Technology	Semiconductors
CBAN	Gartner Inc. Common Stock	United States	Consumer Services	Other Consumer Services
URG	Industrial Tech Acquisitions Inc. Class A common stock	United States	Finance	Business Services
OOMA	Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)	Chile	Finance	Commercial Banks
HONE	Intra-Cellular Therapies Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
DHY	Integer Holdings Corporation Common Stock	United States	Miscellaneous	Industrial Machinery/Components
DYNT	Iteris Inc. Common Stock	United States	Capital Goods	Telecommunications Equipment
CIT	Investors Title Company Common Stock	United States	Finance	Specialty Insurers
CURO	Itamar Medical Ltd. American Depository Shares	Israel	Health Care	Medical/Dental Instruments
UIHC	iTeos Therapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
XTLB	IT Tech Packaging Inc. Common Stock	China	Consumer Durables	Containers/Packaging
REED	Integra Resources Corp. Common Shares		Basic Industries	Precious Metals
ELMD	Itron Inc. Common Stock	United States	Capital Goods	Electrical Products
APA	Iterum Therapeutics plc Ordinary Share	Ireland	Health Care	Major Pharmaceuticals
HRI	Ituran Location and Control Ltd. Ordinary Shares	Israel	Technology	Electronic Components
BUI	ITT Inc. Common Stock	United States	Capital Goods	Fluid Controls
ESTA	Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)	Brazil	Finance	Major Banks
RPLA	Illinois Tool Works Inc. Common Stock	United States	Technology	Industrial Machinery/Components
ICUI	Inventiva S.A. American Depository Shares	France	Health Care	Major Pharmaceuticals
SBT	Intevac Inc. Common Stock	United States	Technology	Industrial Machinery/Components
ERIE	Invacare Corporation Common Stock	United States	Health Care	Industrial Specialties
KRTX	Ivy High Income Opportunities Fund Common Shares of Beneficial Interest			
IBKR	INVESCO MORTGAGE CAPITAL INC Common Stock	United States	Consumer Services	Real Estate Investment Trusts
RTX	Invesco Ltd Common Stock	United States	Finance	Investment Managers
ATCX	Orix Corp Ads Common Stock	Japan	Finance	Diversified Financial Services
DEO	IZEA Worldwide Inc. Common Stock	United States	Consumer Services	Advertising
INDB	Jacobs Engineering Group Inc. Common Stock	United States	Basic Industries	Military/Government/Technical
WRB	Jack In The Box Inc. Common Stock	United States	Consumer Services	Restaurants
MPLX	Jaguar Health Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
HAYN	JAKKS Pacific Inc. Common Stock	United States	Consumer Non-Durables	Recreational Products/Toys
CELP	Jamf Holding Corp. Common Stock	United States	Technology	Computer Software: Prepackaged Software
GLNG	JanOne Inc. Common Stock (NV)	United States	Consumer Services	Home Furnishings
ANNX	J. Alexander's Holdings Inc. Common Stock		Consumer Services	Restaurants
UGP	Jazz Pharmaceuticals plc Common Stock (Ireland)	Ireland	Health Care	Major Pharmaceuticals
LNG	JBG SMITH Properties Common Shares	United States	Consumer Services	Real Estate Investment Trusts
ADT	J.B. Hunt Transport Services Inc. Common Stock	United States	Transportation	Trucking Freight/Courier Services
FSR	Jabil Inc. Common Stock	United States	Technology	Electrical Products
WORK	JetBlue Airways Corporation Common Stock	United States	Transportation	Air Freight/Delivery Services
RLAY	John B. Sanfilippo & Son Inc. Common Stock	United States	Consumer Non-Durables	Specialty Foods
BTI	John Bean Technologies Corporation Common Stock	United States	Technology	Industrial Machinery/Components
APSG	Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest	United States		
TVTY	Johnson Controls International plc Ordinary Share	Switzerland	Consumer Services	Other Consumer Services
ATHA	Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest	United States		
NXE	j2 Global Inc. Common Stock	United States	Technology	Telecommunications Equipment
GSBC	Communications Systems Inc. Common Stock	United States	Public Utilities	Telecommunications Equipment
QNST	Jewett-Cameron Trading Company Common Shares	United States	Consumer Services	RETAIL: Building Materials
AMZN	JD.com Inc. American Depositary Shares	China	Consumer Services	Other Specialty Stores
LIZI	Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest	United States		
BZUN	Just Energy Group Inc. Ordinary Shares (Canada)	Canada	Public Utilities	Oil/Gas Transmission
IVA	Jefferies Financial Group Inc. Common Stock	United States	Finance	Investment Bankers/Brokers/Service
ALVR	JELD-WEN Holding Inc. Common Stock	United States	Basic Industries	Forest Products
CLMT	Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share			
RGS	Aberdeen Japan Equity Fund Inc.  Common Stock	United States		
ECF	Jiayin Group Inc. American Depositary Shares	China	Finance	Finance: Consumer Services
NH	Nuveen Floating Rate Income Fund Common Stock	United States		
MAG	9F Inc. American Depositary Shares	China	Finance	Finance: Consumer Services
RPM	Aurora Mobile Limited American Depositary Shares	China	Technology	Computer Software: Programming Data Processing
KRC	Nuveen Global High Income Fund Common Shares of Beneficial Interest	United States		
MNSB	Nuveen Corporate Income 2023 Target Term Fund			
LOB	Nuveen Corporate Income November 2021 Target Term Fund			
PNRG	Janus Henderson Group plc Ordinary Shares		Finance	Investment Managers
SIX	John Hancock Investors Trust Common Stock	United States		
RA	John Hancock Income Securities Trust Common Stock	United States		
RNWK	James Hardie Industries plc American Depositary Shares (Ireland)	Ireland	Capital Goods	Building Materials
RVP	Juniper Industrial Holdings Inc. Class A Common Stock		Finance	Business Services
Z	J. Jill Inc. Common Stock		Consumer Non-Durables	Apparel
AIKI	J & J Snack Foods Corp. Common Stock	United States	Consumer Non-Durables	Specialty Foods
VTGN	Jack Henry & Associates Inc. Common Stock	United States	Technology	EDP Services
SHEN	JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)	China	Technology	Semiconductors
GWPH	Jones Lang LaSalle Incorporated Common Stock	United States	Finance	Real Estate
NML	Nuveen Mortgage and Income Fund	United States		
AVGO	Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares		Consumer Services	Catalog/Specialty Distribution
MRUS	Nuveen Multi-Market Income Fund (MA)	United States		
TBBK	JMP Group LLC Common Shares	United States	Finance	Investment Bankers/Brokers/Service
NBIX	Jounce Therapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NXQ	Johnson & Johnson Common Stock	United States	Health Care	Major Pharmaceuticals
ENLV	Juniper Networks Inc. Common Stock	United States	Technology	Computer Communications Equipment
SID	GEE Group Inc. Common Stock	United States	Technology	Diversified Commercial Services
SVFA	51job Inc. American Depositary Shares	China	Technology	Diversified Commercial Services
MANT	St. Joe Company (The) Common Stock	United States	Consumer Services	Homebuilding
PRK	Japan Smaller Capitalization Fund Inc Common Stock	United States		
KIN	Johnson Outdoors Inc. Class A Common Stock	United States	Consumer Non-Durables	Recreational Products/Toys
GLRE	Jupai Holdings Limited American Depositary Shares each representing six ordinary shares		Consumer Services	Other Consumer Services
FFG	Nuveen Preferred & Income Opportunities Fund	United States		
YPF	Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest			
RL	JP Morgan Chase & Co. Common Stock	United States	Finance	Major Banks
FBP	Nuveen Preferred & Income Securities Fund	United States		
HGV	Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest	United States		
ATEX	Nuveen Credit Strategies Income Fund Shares of Beneficial Interest	United States		
BSAC	Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest	United States		
GSKY	China Finance Online Co. Limited American Depositary Shares	China	Finance	Investment Bankers/Brokers/Service
XPO	Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest	United States		
JEF	Nuveen Real Estate Income Fund Common Shares of Beneficial Interest	United States		
USAS	Jerash Holdings (US) Inc. Common Stock	United States	Consumer Non-Durables	Apparel
AMC	James River Group Holdings Ltd. Common Shares	Bermuda	Finance	Property-Casualty Insurers
CVM	Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest	United States		
LXU	Jianpu Technology Inc. American depositary shares		Technology	Computer Software: Programming Data Processing
ALBO	Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest	United States		
CARS	Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest	United States		
GNSS	Jupiter Wellness Inc. Common Stock	United States	Consumer Non-Durables	Package Goods/Cosmetics
ACET	Coffee Holding Co. Inc. Common Stock	United States	Consumer Non-Durables	Packaged Foods
LNN	Nordstrom Inc. Common Stock	United States	Consumer Services	Clothing/Shoe/Accessory Stores
NTG	Jaws Acquisition Corp. Class A Ordinary Shares		Health Care	Medical/Nursing Services
CHS	Jiya Acquisition Corp. Class A Common Stock	United States	Finance	Business Services
TAP	The Joint Corp. Common Stock	United States	Miscellaneous	Multi-Sector Companies
CFBK	Kellogg Company Common Stock	United States	Consumer Non-Durables	Packaged Foods
CYRN	Kadant Inc Common Stock	United States	Technology	Industrial Machinery/Components
UFPT	Kala Pharmaceuticals Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
NWS	Kaiser Aluminum Corporation Common Stock	United States	Capital Goods	Metal Fabrications
DLPN	KalVista Pharmaceuticals Inc. Common Stock	United Kingdom	Health Care	Major Pharmaceuticals
DX	Kaman Corporation Common Stock	United States	Capital Goods	Military/Government/Technical
HSY	KAR Auction Services Inc Common Stock	United States	Consumer Durables	Automotive Aftermarket
MUC	KB Financial Group Inc	South Korea	Finance	Commercial Banks
GBLI	Kimball International Inc. Class B Common Stock	United States	Consumer Durables	Home Furnishings
PFIE	KB Home Common Stock	United States	Capital Goods	Homebuilding
GNT	Kubient Inc. Common Stock	United States	Technology	EDP Services
MMS	KBR Inc. Common Stock	United States	Basic Industries	Military/Government/Technical
BGR	KBS Fashion Group Limited Common Stock	China	Consumer Non-Durables	Apparel
SCU	Kingsoft Cloud Holdings Limited American Depositary Shares	China	Technology	Computer Software: Prepackaged Software
VLRS	Kadmon Holdings Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
REG	Chinook Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
UWMC	Keurig Dr Pepper Inc. Common Stock	United States	Consumer Non-Durables	Beverages (Production/Distribution)
RLMD	Kimball Electronics Inc. Common Stock	United States	Technology	Electrical Products
ESS	Kelly Services Inc. Class A Common Stock	United States	Technology	Professional Services
TK	Kelly Services Inc. Class B Common Stock	United States	Technology	Professional Services
HWKN	Kenon Holdings Ltd. Ordinary Shares	Singapore	Public Utilities	Electric Utilities: Central
FC	Korea Electric Power Corporation Common Stock	South Korea	Public Utilities	Electric Utilities: Central
SPFR	Kewaunee Scientific Corporation Common Stock	United States	Capital Goods	Medical Specialities
TWCT	Akerna Corp. Common Stock	United States	Technology	EDP Services
PBHC	Kirby Corporation Common Stock	United States	Consumer Services	Marine Transportation
LCAP	KeyCorp Common Stock	United States	Finance	Major Banks
FCAC	Keysight Technologies Inc. Common Stock	United States	Capital Goods	Industrial Machinery/Components
ESSA	Korea Fund Inc. (The) New Common Stock	United States		
KBNT	Kentucky First Federal Bancorp Common Stock	United States	Finance	Savings Institutions
WISH	Kforce Inc. Common Stock	United States	Technology	Professional Services
PEN	Kingsway Financial Services Inc. Common Stock (DE)	Canada	Finance	Property-Casualty Insurers
BSET	Korn Ferry Common Stock	United States	Technology	Diversified Commercial Services
MTB	Kinross Gold Corporation Common Stock	Canada	Basic Industries	Precious Metals
UVSP	The Kraft Heinz Company Common Stock	United States	Consumer Non-Durables	Packaged Foods
XCUR	OrthoPediatrics Corp. Common Stock	United States	Health Care	Medical/Dental Instruments
STC	Kimco Realty Corporation Common Stock	United States	Consumer Services	Real Estate Investment Trusts
MHI	Kindred Biosciences Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
CEMI	Kingstone Companies Inc. Common Stock	United States	Finance	Property-Casualty Insurers
CIA	KKR Income Opportunities Fund Common Shares			
MTRX	Kelso Technologies Inc Ordinary Shares	Canada	Capital Goods	Railroads
AIO	Kirkland's Inc. COMMONSTOCK	United States	Consumer Services	Other Specialty Stores
LCI	KKR & Co. Inc. Common Stock	United States	Finance	Investment Managers
RIO	Kirkland Lake Gold Ltd. Common Shares	United States	Basic Industries	Precious Metals
OHI	KLA Corporation Common Stock	United States	Capital Goods	Electronic Components
CP	Kaleido Biosciences Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TEL	Kulicke and Soffa Industries Inc. Common Stock	Singapore	Technology	Semiconductors
SFBC	Kaleyra Inc. Common Stock	United States	Technology	EDP Services
ACU	KLX Energy Services Holdings Inc. Common Stock	United States	Energy	Oilfield Services/Equipment
CDAY	Kimberly-Clark Corporation Common Stock	United States	Consumer Durables	Containers/Packaging
LPX	Kamada Ltd. Ordinary Shares	Israel	Health Care	Major Pharmaceuticals
SMBC	Kayne Anderson NextGen Energy & Infrastructure Inc.			
RETO	Kinder Morgan Inc. Common Stock	United States	Public Utilities	Natural Gas Distribution
PAGP	KemPharm Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
INSP	Kemper Corporation	United States	Finance	Property-Casualty Insurers
OCX	Kennametal Inc. Common Stock	United States	Capital Goods	Industrial Machinery/Components
RBA	CarMax Inc	United States	Consumer Durables	Automotive Aftermarket
NMR	Knowles Corporation Common Stock		Consumer Non-Durables	Consumer Electronics/Appliances
FLWS	Kandi Technologies Group Inc Common Stock	China	Capital Goods	Auto Manufacturing
MMD	Knoll Inc. Common Stock	United States	Consumer Durables	Office Equipment/Supplies/Services
AMTBB	KNOT Offshore Partners LP Common Units representing Limited Partner Interests	United Kingdom	Consumer Services	Marine Transportation
VIACA	Kiniksa Pharmaceuticals Ltd. Class A Common Stock	United States	Health Care	Major Pharmaceuticals
FTSI	Kinsale Capital Group Inc. Common Stock	United States	Finance	Property-Casualty Insurers
SKYW	Kinnate Biopharma Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
ACAD	Knight-Swift Transportation Holdings Inc.	United States	Transportation	Trucking Freight/Courier Services
CUB	Coca-Cola Company (The) Common Stock	United States	Consumer Non-Durables	Beverages (Production/Distribution)
CLOV	Kodiak Sciences Inc Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GOOD	Eastman Kodak Company Common New	United States	Miscellaneous	Industrial Machinery/Components
FOX	Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)	Mexico	Consumer Non-Durables	Beverages (Production/Distribution)
KOS	Koppers Holdings Inc. Koppers Holdings Inc. Common Stock	United States	Basic Industries	Forest Products
SXTC	Kopin Corporation Common Stock	United States	Technology	Semiconductors
KZR	Corvus Gold Inc. Common Shares	Canada	Basic Industries	Precious Metals
MAN	Kosmos Energy Ltd. Common Shares (DE)	Bermuda	Energy	Oil & Gas Production
GRVY	Koss Corporation Common Stock	United States	Consumer Non-Durables	Consumer Electronics/Appliances
RIGL	Karyopharm Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
BOMN	Kroger Company (The) Common Stock	United States	Consumer Services	Food Chains
RCEL	Kraton Corporation Common Stock	United States	Basic Industries	Major Chemicals
CVA	Kiromic BioPharma Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TTOO	Kilroy Realty Corporation Common Stock	United States	Consumer Services	Real Estate Investment Trusts
MIE	KKR Real Estate Finance Trust Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
SBRA	Kite Realty Group Trust Common Stock	United States	Consumer Services	Real Estate Investment Trusts
TC	36Kr Holdings Inc. American Depositary Shares	China	Miscellaneous	Business Services
DLX	Repro Med Systems Inc. Common Stock	United States	Health Care	Medical/Dental Instruments
CSOD	Kornit Digital Ltd. Ordinary Shares	Israel	Capital Goods	Industrial Machinery/Components
KLIC	Kearny Financial Corp Common Stock	United States	Finance	Savings Institutions
DIT	Kronos Worldwide Inc Common Stock	United States	Basic Industries	Major Chemicals
ANIP	Kronos Bio Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
HZNP	Keros Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
RVSB	Kimbell Royalty Partners Common Units Representing Limited Partner Interests	United States	Energy	Oil & Gas Production
NGG	Karuna Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
